,Object Begin Date,Historical Period,height,diam,width,depth,num_period,medium_num,classif_num,culture_num
933,300,Antiquity,40.0,-1.0,22.9,20.0,4.0,2.20310116929334,2.533376226475792,3.8495575221238933
10182,-299,Antiquity,10.8,-1.0,-1.0,-1.0,4.0,3.8754961630060873,3.993417115499701,3.9059653916211294
4646,-25,Antiquity,2.1,-1.0,4.4,-1.0,4.0,3.08715953307393,3.0804206161137437,3.9941093308199815
4875,-499,Antiquity,15.4,-1.0,-1.0,-1.0,4.0,3.8754961630060873,3.993417115499701,3.9059653916211294
10393,-1125,Antiquity,-1.0,23.8,-1.0,-1.0,4.0,3.8754961630060873,3.9998039600078417,3.99710843373494
2600,-550,Antiquity,-1.0,17.1,-1.0,-1.0,4.0,3.8754961630060873,3.9998039600078417,3.9956568946796964
1728,1,Antiquity,7.7,-1.0,-1.0,-1.0,4.0,3.08715953307393,3.0804206161137437,3.9941093308199815
773,200,Antiquity,1.27,-1.0,1.27,-1.0,4.0,3.08715953307393,3.0804206161137437,3.8495575221238933
6873,-650,Antiquity,21.6,-1.0,33.7,22.9,4.0,3.8754961630060873,3.9998039600078417,3.9059653916211294
1140,200,Antiquity,1.6,-1.0,2.3,-1.0,4.0,2.9278826838087584,3.0598851517637407,2.966666666666667
5349,-600,Antiquity,13.5,-1.0,9.8,1.2,4.0,2.9278826838087584,2.533376226475792,4.0
4099,-25,Antiquity,1.5,-1.0,3.0,-1.0,4.0,3.08715953307393,3.0804206161137437,3.9941093308199815
4592,-299,Antiquity,18.1,-1.0,-1.0,-1.0,4.0,3.8754961630060873,3.993417115499701,3.9059653916211294
978,-425,Antiquity,15.7,-1.0,-1.0,-1.0,4.0,3.8754961630060873,3.993417115499701,3.99710843373494
2980,200,Antiquity,7.0,-1.0,9.8,8.3,4.0,3.08715953307393,3.0804206161137437,3.9941093308199815
8051,-399,Antiquity,1.3,-1.0,0.6,1.7,4.0,2.9278826838087584,3.995565410199557,3.9059653916211294
9906,-199,Antiquity,4.5,-1.0,-1.0,-1.0,4.0,3.8754961630060873,3.993417115499701,3.99710843373494
4311,-750,Antiquity,-1.0,-1.0,3.5,12.7,4.0,3.0460615153788453,2.0750279955207165,3.9956568946796964
6177,-99,Antiquity,3.0,-1.0,1.4,-1.0,4.0,3.08715953307393,3.0804206161137437,3.9941093308199815
8511,-2700,Antiquity,9.8,-1.0,10.2,-1.0,4.0,3.8754961630060873,2.0561683195847618,4.0
4030,-1050,Antiquity,25.3,-1.0,-1.0,-1.0,4.0,3.8754961630060873,3.9998039600078417,3.99710843373494
7237,-1600,Antiquity,-1.0,2.7,-1.0,-1.0,4.0,2.9278826838087584,3.995565410199557,3.99710843373494
13004,1,Antiquity,25.6,-1.0,-1.0,-1.0,4.0,3.08715953307393,3.0804206161137437,3.9941093308199815
9625,-1600,Antiquity,-1.0,3.6,-1.0,-1.0,4.0,2.9278826838087584,3.995565410199557,3.99710843373494
650,-670,Antiquity,0.5,-1.0,1.1,-1.0,4.0,3.08715953307393,3.0804206161137437,3.9941093308199815
658,-575,Antiquity,15.9,-1.0,-1.0,-1.0,4.0,3.8754961630060873,3.9998039600078417,3.9059653916211294
8372,-500,Antiquity,17.2,-1.0,-1.0,-1.0,4.0,3.8754961630060873,3.9998039600078417,3.9059653916211294
6167,-450,Antiquity,26.7,-1.0,-1.0,-1.0,4.0,3.8754961630060873,3.9998039600078417,3.9059653916211294
13064,-530,Antiquity,10.8,-1.0,25.1,30.5,4.0,3.8754961630060873,3.9998039600078417,3.9059653916211294
12935,-2900,Antiquity,-1.0,-1.0,-1.0,8.1,4.0,3.0460615153788453,3.998734977862112,4.0
13355,-530,Antiquity,17.09,-1.0,30.2,-1.0,4.0,3.8754961630060873,3.993417115499701,3.9956568946796964
4926,-1600,Antiquity,-1.0,2.9,-1.0,-1.0,4.0,2.9278826838087584,3.995565410199557,3.99710843373494
9172,-2500,Antiquity,-1.0,21.8,-1.0,-1.0,4.0,3.0460615153788453,3.998734977862112,3.99710843373494
3049,200,Antiquity,7.1,-1.0,0.4,-1.0,4.0,3.2165551839464883,2.533376226475792,3.9941093308199815
6205,-2600,Antiquity,4.9,-1.0,4.2,1.0,4.0,3.8754961630060873,3.9998039600078417,4.0
8887,-600,Antiquity,19.7,-1.0,-1.0,-1.0,4.0,3.8754961630060873,3.993417115499701,3.99710843373494
12796,-375,Antiquity,22.9,-1.0,-1.0,-1.0,4.0,3.8754961630060873,3.9998039600078417,3.9059653916211294
10649,-99,Antiquity,11.4,-1.0,-1.0,-1.0,4.0,3.0460615153788453,3.998734977862112,4.0
9027,-550,Antiquity,15.2,-1.0,-1.0,-1.0,4.0,3.0460615153788453,3.998734977862112,3.9059653916211294
11657,-2000,Antiquity,3.8,-1.0,-1.0,-1.0,4.0,3.8754961630060873,3.9998039600078417,3.99710843373494
2476,-525,Antiquity,-1.0,13.7,-1.0,-1.0,4.0,2.20310116929334,3.995565410199557,3.9306358381502884
4214,-1600,Antiquity,10.8,-1.0,-1.0,-1.0,4.0,3.0460615153788453,2.533376226475792,2.1368655657988045
6538,-199,Antiquity,1.9,-1.0,1.6,-1.0,4.0,3.08715953307393,3.993197278911565,3.9059653916211294
3413,400,Antiquity,7.0,-1.0,8.6,-1.0,4.0,3.08715953307393,3.0804206161137437,3.0843537414965985
5583,300,Antiquity,2.9,-1.0,2.4,0.4,4.0,2.8106508875739644,2.533376226475792,3.0843537414965985
10622,1,Antiquity,4.1,8.0,-1.0,-1.0,4.0,3.08715953307393,3.0804206161137437,3.9941093308199815
664,-500,Antiquity,7.0,7.6,-1.0,-1.0,4.0,3.0460615153788453,2.533376226475792,3.9126213592233015
710,1,Antiquity,-1.0,14.6,-1.0,-1.0,4.0,3.0460615153788453,3.998734977862112,3.9941093308199815
9667,200,Antiquity,0.89,-1.0,1.4,-1.0,4.0,3.0460615153788453,2.533376226475792,3.8495575221238933
6666,-550,Antiquity,9.7,-1.0,-1.0,-1.0,4.0,3.8754961630060873,3.9998039600078417,3.9059653916211294
10909,-500,Antiquity,-1.0,-1.0,-1.0,28.5,4.0,3.0460615153788453,2.533376226475792,3.9126213592233015
1775,1,Antiquity,0.6,-1.0,17.1,0.3,4.0,3.08715953307393,3.0804206161137437,3.9941093308199815
10280,200,Antiquity,-1.0,-1.0,-1.0,-1.0,4.0,2.9278826838087584,3.993197278911565,3.9941093308199815
12459,-100,Antiquity,-1.0,-1.0,-1.0,-1.0,4.0,2.9278826838087584,3.0598851517637407,4.0
7799,-499,Antiquity,7.1,-1.0,1.7,2.5,4.0,3.2165551839464883,2.533376226475792,3.9787234042553186
1932,-1600,Antiquity,5.7,-1.0,-1.0,-1.0,4.0,3.8754961630060873,3.9998039600078417,3.99710843373494
5370,100,Antiquity,-1.0,-1.0,-1.0,-1.0,4.0,2.9278826838087584,3.995565410199557,3.9941093308199815
8189,1,Antiquity,15.2,-1.0,-1.0,-1.0,4.0,3.08715953307393,3.0804206161137437,3.9941093308199815
1422,-350,Antiquity,-1.0,33.3,-1.0,-1.0,4.0,3.0460615153788453,3.998734977862112,3.9956568946796964
709,-599,Antiquity,-1.0,-1.0,-1.0,-1.0,4.0,3.8754961630060873,3.9998039600078417,3.9956568946796964
7469,-300,Antiquity,7.92,-1.0,10.16,-1.0,4.0,1.8542148760330581,1.9660783101003851,4.0
3852,-699,Antiquity,-1.0,9.5,-1.0,-1.0,4.0,3.8754961630060873,3.993417115499701,3.9059653916211294
12840,-450,Antiquity,-1.0,-1.0,-1.0,-1.0,4.0,3.8754961630060873,3.9998039600078417,3.9956568946796964
3286,-560,Antiquity,14.0,-1.0,-1.0,-1.0,4.0,3.8754961630060873,3.9998039600078417,3.9059653916211294
7782,-800,Antiquity,-1.0,14.5,-1.0,-1.0,4.0,3.0460615153788453,2.533376226475792,3.981916817359856
13030,-1500,Antiquity,7.0,-1.0,6.0,-1.0,4.0,2.8318584070796464,2.533376226475792,2.5593719332679097
3790,200,Antiquity,-1.0,4.5,-1.0,-1.0,4.0,3.0460615153788453,3.998734977862112,3.9941093308199815
951,200,Antiquity,-1.0,3.8,-1.0,-1.0,4.0,3.08715953307393,3.0804206161137437,3.9941093308199815
2989,-2300,Antiquity,7.62,-1.0,6.35,-1.0,4.0,3.0460615153788453,2.533376226475792,4.0
5776,-99,Antiquity,2.9,-1.0,8.9,-1.0,4.0,3.8754961630060873,3.993417115499701,3.9941093308199815
756,1,Antiquity,5.4,-1.0,-1.0,-1.0,4.0,3.08715953307393,3.0804206161137437,3.9941093308199815
2926,-900,Antiquity,8.99,-1.0,24.0,-1.0,4.0,2.431484115694642,2.533376226475792,3.981916817359856
9858,-118,Antiquity,1.9,-1.0,0.2,-1.0,4.0,2.20310116929334,3.040983606557377,3.9941093308199815
7503,300,Antiquity,1.5,-1.0,0.7,2.5,4.0,3.2165551839464883,2.722163308589608,3.3641912512716177
5234,-175,Antiquity,-1.0,-1.0,9.8,-1.0,4.0,2.9278826838087584,3.0598851517637407,4.0
13086,-300,Antiquity,-1.0,7.8,-1.0,-1.0,4.0,2.9331046312178386,3.0598851517637407,4.0
1363,-299,Antiquity,5.1,-1.0,-1.0,-1.0,4.0,3.8754961630060873,3.993417115499701,3.9059653916211294
2168,-175,Antiquity,-1.0,7.0,-1.0,-1.0,4.0,3.8754961630060873,3.993417115499701,3.9059653916211294
1453,100,Antiquity,43.3,-1.0,18.1,-1.0,4.0,1.7298728813559323,2.378571428571429,2.9325842696629216
10346,-525,Antiquity,23.7,-1.0,-1.0,-1.0,4.0,3.8754961630060873,3.9998039600078417,3.9059653916211294
10539,-1400,Antiquity,4.9,-1.0,4.4,0.7,4.0,3.8754961630060873,3.9998039600078417,4.0
61,-440,Antiquity,42.2,-1.0,-1.0,-1.0,4.0,3.8754961630060873,3.9998039600078417,3.9059653916211294
3582,300,Antiquity,11.3,-1.0,-1.0,-1.0,4.0,3.08715953307393,3.0804206161137437,3.9941093308199815
6590,1,Antiquity,8.6,-1.0,3.8,-1.0,4.0,3.08715953307393,3.0804206161137437,3.9941093308199815
2393,-530,Antiquity,7.8,-1.0,21.7,33.4,4.0,3.8754961630060873,3.9998039600078417,3.9059653916211294
5553,100,Antiquity,17.1,-1.0,7.3,24.1,4.0,3.0460615153788453,3.998734977862112,3.9941093308199815
1762,-900,Antiquity,10.2,-1.0,4.1,-1.0,4.0,3.8754961630060873,3.9998039600078417,3.9306358381502884
2316,-300,Antiquity,2.1,-1.0,-1.0,-1.0,4.0,2.9278826838087584,3.995565410199557,3.9059653916211294
7459,201,Antiquity,-1.0,14.4,-1.0,-1.0,4.0,3.0460615153788453,3.998734977862112,3.9941093308199815
12206,-500,Antiquity,18.0,-1.0,-1.0,-1.0,4.0,3.8754961630060873,3.9998039600078417,3.9059653916211294
10151,-3,Antiquity,-1.0,10.21,-1.0,-1.0,4.0,2.20310116929334,2.533376226475792,4.0
7487,200,Antiquity,19.0,-1.0,-1.0,-1.0,4.0,3.08715953307393,3.0804206161137437,3.9941093308199815
9591,-99,Antiquity,2.7,-1.0,9.2,-1.0,4.0,3.8754961630060873,3.993417115499701,3.9941093308199815
5626,-299,Antiquity,23.5,-1.0,-1.0,-1.0,4.0,3.8754961630060873,3.993417115499701,3.9059653916211294
7709,400,Antiquity,16.7,-1.0,6.2,3.5,4.0,2.1820083682008367,2.533376226475792,3.9306358381502884
2630,300,Antiquity,14.1,-1.0,-1.0,-1.0,4.0,3.08715953307393,3.0804206161137437,3.9941093308199815
5778,100,Antiquity,-1.0,2.2,-1.0,-1.0,4.0,3.08715953307393,3.0804206161137437,3.9941093308199815
7677,-300,Antiquity,-1.0,13.0,-1.0,-1.0,4.0,3.0460615153788453,3.0517543859649123,3.3018018018018016
11931,-490,Antiquity,66.3,-1.0,-1.0,-1.0,4.0,3.8754961630060873,3.9998039600078417,3.9059653916211294
9517,-350,Antiquity,17.5,-1.0,-1.0,-1.0,4.0,3.8754961630060873,3.9998039600078417,3.9059653916211294
9289,75,Antiquity,-1.0,-1.0,-1.0,25.4,4.0,3.0460615153788453,3.998734977862112,3.9941093308199815
1248,100,Antiquity,-1.0,-1.0,-1.0,-1.0,4.0,2.9278826838087584,3.0598851517637407,3.9722222222222223
11694,-599,Antiquity,6.7,-1.0,8.4,-1.0,4.0,2.9278826838087584,2.533376226475792,3.7804878048780486
5509,200,Antiquity,8.7,-1.0,-1.0,-1.0,4.0,3.08715953307393,3.0804206161137437,3.9941093308199815
10572,-325,Antiquity,12.4,-1.0,-1.0,-1.0,4.0,3.8754961630060873,3.993417115499701,3.99710843373494
1250,-300,Antiquity,15.9,-1.0,12.1,-1.0,4.0,3.8754961630060873,2.3928881179531656,3.02247191011236
6086,-599,Antiquity,10.6,-1.0,-1.0,-1.0,4.0,3.8754961630060873,3.993417115499701,3.9059653916211294
11596,300,Antiquity,2.4,-1.0,-1.0,-1.0,4.0,3.08715953307393,3.0804206161137437,3.9941093308199815
3308,-500,Antiquity,2.7,-1.0,2.5,0.15,4.0,2.9278826838087584,2.533376226475792,3.6271186440677967
12037,-750,Antiquity,10.3,-1.0,-1.0,-1.0,4.0,3.8754961630060873,3.993417115499701,3.99710843373494
8583,100,Antiquity,2.9,-1.0,10.8,-1.0,4.0,3.8754961630060873,3.993417115499701,3.9941093308199815
11803,200,Antiquity,7.9,-1.0,-1.0,-1.0,4.0,3.08715953307393,3.0804206161137437,3.9941093308199815
10363,-299,Antiquity,-1.0,1.7,-1.0,-1.0,4.0,2.9278826838087584,3.995565410199557,3.9059653916211294
13147,-199,Antiquity,13.1,-1.0,-1.0,-1.0,4.0,3.08715953307393,3.0804206161137437,3.9059653916211294
9360,1,Antiquity,6.4,-1.0,3.3,1.9,4.0,3.2165551839464883,2.533376226475792,3.9941093308199815
10748,-3000,Antiquity,1.6,-1.0,2.4,0.4,4.0,3.8754961630060873,3.9998039600078417,4.0
10266,-1900,Antiquity,-1.0,14.3,-1.0,-1.0,4.0,3.0460615153788453,3.998734977862112,3.99710843373494
8530,100,Antiquity,4.4,-1.0,5.1,-1.0,4.0,2.8318584070796464,3.0598851517637407,3.2494577006507592
1261,100,Antiquity,-1.0,2.3,-1.0,-1.0,4.0,2.9278826838087584,3.995565410199557,3.9941093308199815
5929,300,Antiquity,-1.0,-1.0,-1.0,-1.0,4.0,3.08715953307393,3.0804206161137437,3.3641912512716177
10734,-399,Antiquity,11.3,-1.0,-1.0,-1.0,4.0,3.0460615153788453,3.998734977862112,4.0
5506,-399,Antiquity,8.26,-1.0,-1.0,-1.0,4.0,3.8754961630060873,3.993417115499701,3.9059653916211294
5047,100,Antiquity,0.8,-1.0,0.3,1.6,4.0,2.9278826838087584,3.995565410199557,3.9941093308199815
3414,-599,Antiquity,-1.0,38.6,-1.0,-1.0,4.0,3.0460615153788453,3.998734977862112,3.9956568946796964
9002,-399,Antiquity,-1.0,-1.0,-1.0,-1.0,4.0,2.9278826838087584,3.995565410199557,3.9956568946796964
879,-299,Antiquity,6.2,-1.0,-1.0,-1.0,4.0,3.8754961630060873,3.993417115499701,3.99710843373494
8550,-160,Antiquity,5.7,10.0,-1.0,-1.0,4.0,3.08715953307393,3.0804206161137437,3.9059653916211294
2022,-500,Antiquity,5.7,-1.0,7.9,-1.0,4.0,3.0460615153788453,3.0517543859649123,3.9126213592233015
4460,250,Antiquity,5.1,-1.0,10.8,1.3,4.0,3.8754961630060873,2.0561683195847618,3.9
7358,-1999,Antiquity,-1.0,-1.0,-1.0,12.8,4.0,3.0460615153788453,3.998734977862112,4.0
4260,-1800,Antiquity,2.79,-1.0,6.3,-1.0,4.0,3.0460615153788453,2.533376226475792,4.0
12032,-550,Antiquity,11.4,-1.0,-1.0,-1.0,4.0,3.8754961630060873,3.9998039600078417,3.9059653916211294
9588,300,Antiquity,-1.0,0.7,-1.0,-1.0,4.0,3.08715953307393,3.0804206161137437,3.9941093308199815
1708,-100,Antiquity,2.5,-1.0,-1.0,-1.0,4.0,3.0460615153788453,3.998734977862112,4.0
10019,-1200,Antiquity,15.2,-1.0,-1.0,-1.0,4.0,3.8754961630060873,3.9998039600078417,3.99710843373494
1854,-25,Antiquity,2.4,-1.0,2.8,-1.0,4.0,3.08715953307393,3.0804206161137437,3.9941093308199815
11117,-1900,Antiquity,-1.0,21.0,-1.0,-1.0,4.0,3.8754961630060873,3.9998039600078417,3.99710843373494
3084,-300,Antiquity,-1.0,6.8,-1.0,-1.0,4.0,2.9331046312178386,3.0598851517637407,4.0
4269,-599,Antiquity,-1.0,18.6,-1.0,-1.0,4.0,3.8754961630060873,3.9998039600078417,4.0
4450,-670,Antiquity,9.2,-1.0,19.1,21.6,4.0,3.8754961630060873,3.993417115499701,3.9941093308199815
1342,-500,Antiquity,4.1,-1.0,3.2,-1.0,4.0,3.0460615153788453,3.0517543859649123,3.1876019575856445
3886,300,Antiquity,8.6,-1.0,16.9,13.5,4.0,3.08715953307393,3.0804206161137437,3.3641912512716177
838,1,Antiquity,-1.0,-1.0,-1.0,4.1,4.0,3.0460615153788453,3.998734977862112,3.9941093308199815
1493,-99,Antiquity,3.2,-1.0,10.2,-1.0,4.0,3.8754961630060873,3.993417115499701,3.9941093308199815
12691,-900,Antiquity,1.3,-1.0,0.6,4.6,4.0,2.9278826838087584,3.995565410199557,4.0
9576,-670,Antiquity,-1.0,-1.0,-1.0,-1.0,4.0,3.08715953307393,3.0804206161137437,3.9941093308199815
12756,-1200,Antiquity,36.2,-1.0,3.2,2.4,4.0,3.2165551839464883,2.533376226475792,4.0
10982,-500,Antiquity,12.4,-1.0,8.3,-1.0,4.0,3.0460615153788453,2.533376226475792,3.3018018018018016
6278,100,Antiquity,1.0,-1.0,0.7,1.9,4.0,2.9278826838087584,3.995565410199557,3.9941093308199815
2211,-25,Antiquity,2.6,-1.0,3.0,-1.0,4.0,3.08715953307393,3.0804206161137437,3.9941093308199815
2559,200,Antiquity,3.3,-1.0,2.1,0.6,4.0,3.2165551839464883,2.4606598984771573,3.9941093308199815
550,-300,Antiquity,-1.0,-1.0,-1.0,-1.0,4.0,2.9331046312178386,3.0598851517637407,4.0
13081,-475,Antiquity,28.5,-1.0,-1.0,-1.0,4.0,3.0460615153788453,3.998734977862112,3.9059653916211294
4134,-900,Antiquity,-1.0,27.99,-1.0,-1.0,4.0,3.0460615153788453,2.533376226475792,3.981916817359856
10603,300,Antiquity,12.7,-1.0,-1.0,-1.0,4.0,3.08715953307393,3.0804206161137437,3.9941093308199815
8221,-2300,Antiquity,-1.0,1.91,-1.0,-1.0,4.0,3.2165551839464883,2.533376226475792,4.0
8578,-300,Antiquity,2.7,9.2,-1.0,-1.0,4.0,3.0460615153788453,3.0517543859649123,3.3018018018018016
5247,-699,Antiquity,1.7,-1.0,1.4,1.8,4.0,2.9278826838087584,3.995565410199557,3.9956568946796964
12443,-399,Antiquity,3.0,-1.0,-1.0,-1.0,4.0,3.8754961630060873,3.993417115499701,3.9059653916211294
1528,100,Antiquity,-1.0,28.0,-1.0,-1.0,4.0,2.8318584070796464,3.0598851517637407,3.2494577006507592
5433,-300,Antiquity,29.2,-1.0,29.2,7.1,4.0,2.0656063618290257,2.533376226475792,4.0
2638,300,Antiquity,-1.0,6.4,-1.0,-1.0,4.0,3.08715953307393,3.0804206161137437,3.9941093308199815
11739,-490,Antiquity,37.1,-1.0,33.0,-1.0,4.0,3.8754961630060873,3.9998039600078417,3.9059653916211294
12893,-2000,Antiquity,10.6,-1.0,-1.0,-1.0,4.0,3.8754961630060873,3.9998039600078417,3.99710843373494
10495,-3900,Antiquity,2.0,-1.0,1.0,3.5,4.0,2.9278826838087584,3.995565410199557,3.99710843373494
9280,-375,Antiquity,24.8,-1.0,11.4,-1.0,4.0,3.8754961630060873,3.9998039600078417,3.9059653916211294
11441,-299,Antiquity,45.7,-1.0,-1.0,-1.0,4.0,3.8754961630060873,3.993417115499701,3.9059653916211294
9188,-599,Antiquity,20.3,-1.0,-1.0,-1.0,4.0,3.0460615153788453,3.998734977862112,3.99710843373494
9457,-800,Antiquity,10.0,-1.0,0.9,0.8,4.0,3.0460615153788453,2.533376226475792,3.981916817359856
9291,0,Antiquity,13.3,-1.0,6.4,-1.0,4.0,1.981003799240152,1.9660783101003851,3.2530120481927716
8255,-750,Antiquity,20.2,-1.0,-1.0,-1.0,4.0,3.8754961630060873,3.9998039600078417,3.99710843373494
3435,-800,Antiquity,1.9,-1.0,1.6,0.2,4.0,2.9278826838087584,2.533376226475792,3.981916817359856
7254,-2250,Antiquity,10.4,-1.0,5.2,3.5,4.0,2.1077844311377247,3.1944444444444446,4.0
2593,-500,Antiquity,2.2,-1.0,-1.0,3.2,4.0,3.0460615153788453,2.533376226475792,3.3018018018018016
7109,-500,Antiquity,1.7,-1.0,7.5,-1.0,4.0,3.8754961630060873,3.993417115499701,3.9059653916211294
9977,-525,Antiquity,-1.0,1.4,-1.0,-1.0,4.0,2.9278826838087584,3.995565410199557,4.0
10989,300,Antiquity,-1.0,-1.0,18.9,26.2,4.0,3.0460615153788453,3.998734977862112,3.9941093308199815
3344,300,Antiquity,4.0,-1.0,4.0,2.0,4.0,3.08715953307393,3.0804206161137437,3.3641912512716177
5838,80,Antiquity,-1.0,-1.0,-1.0,-1.0,4.0,3.8754961630060873,3.9998039600078417,3.9941093308199815
11653,-600,Antiquity,9.5,-1.0,-1.0,-1.0,4.0,3.0460615153788453,3.998734977862112,3.9956568946796964
861,1,Antiquity,-1.0,7.1,-1.0,-1.0,4.0,3.0460615153788453,3.998734977862112,3.9941093308199815
11122,-500,Antiquity,3.9,-1.0,4.2,7.0,4.0,3.8754961630060873,3.9998039600078417,3.9059653916211294
13022,1,Antiquity,7.5,-1.0,1.3,2.2,4.0,2.776119402985074,2.533376226475792,3.9941093308199815
2530,-430,Antiquity,38.3,-1.0,-1.0,-1.0,4.0,3.8754961630060873,3.9998039600078417,3.9059653916211294
13338,-1900,Antiquity,-1.0,12.7,-1.0,-1.0,4.0,3.8754961630060873,3.9998039600078417,3.99710843373494
4370,100,Antiquity,4.7,-1.0,4.7,-1.0,4.0,2.8318584070796464,3.0598851517637407,3.2494577006507592
8016,-675,Antiquity,15.9,-1.0,-1.0,-1.0,4.0,3.8754961630060873,3.9998039600078417,3.9059653916211294
1069,-440,Antiquity,46.4,-1.0,-1.0,-1.0,4.0,3.8754961630060873,3.9998039600078417,3.9059653916211294
1619,-299,Antiquity,38.4,-1.0,23.5,-1.0,4.0,3.8754961630060873,3.9998039600078417,3.9059653916211294
3191,300,Antiquity,21.3,-1.0,-1.0,-1.0,4.0,2.8318584070796464,3.0598851517637407,4.0
7081,-500,Antiquity,2.4,-1.0,1.4,-1.0,4.0,3.0460615153788453,2.533376226475792,3.3018018018018016
10819,-1600,Antiquity,-1.0,3.7,-1.0,-1.0,4.0,2.9278826838087584,3.995565410199557,3.99710843373494
3002,-100,Antiquity,-1.0,-1.0,-1.0,-1.0,4.0,3.08715953307393,3.0804206161137437,3.9059653916211294
2598,-300,Antiquity,-1.0,-1.0,-1.0,-1.0,4.0,2.9331046312178386,3.0598851517637407,4.0
7379,1,Antiquity,11.1,-1.0,-1.0,-1.0,4.0,3.0460615153788453,3.998734977862112,3.9941093308199815
7385,-500,Antiquity,8.0,-1.0,-1.0,-1.0,4.0,3.0460615153788453,3.998734977862112,3.9059653916211294
3804,300,Antiquity,-1.0,-1.0,-1.0,-1.0,4.0,3.08715953307393,3.0804206161137437,3.3641912512716177
3732,100,Antiquity,-1.0,-1.0,-1.0,-1.0,4.0,2.9278826838087584,3.995565410199557,3.9941093308199815
2961,-300,Antiquity,-1.0,8.1,-1.0,-1.0,4.0,2.9331046312178386,3.0598851517637407,4.0
12473,-200,Antiquity,4.4,-1.0,13.3,-1.0,4.0,3.8754961630060873,3.993417115499701,3.9059653916211294
3584,-299,Antiquity,-1.0,-1.0,4.4,18.1,4.0,2.9090909090909087,2.533376226475792,3.02247191011236
11310,-399,Antiquity,-1.0,12.4,-1.0,-1.0,4.0,3.0460615153788453,3.998734977862112,3.99710843373494
3399,300,Antiquity,11.3,-1.0,5.1,0.2,4.0,3.1190476190476186,3.998734977862112,3.9941093308199815
3702,-1600,Antiquity,-1.0,34.6,-1.0,-1.0,4.0,3.8754961630060873,3.9998039600078417,3.99710843373494
4673,-3800,Antiquity,-1.0,7.5,-1.0,-1.0,4.0,3.8754961630060873,3.9998039600078417,4.0
11017,-500,Antiquity,23.8,-1.0,34.3,-1.0,4.0,3.0460615153788453,2.533376226475792,3.9126213592233015
723,-2700,Antiquity,11.7,-1.0,4.4,-1.0,4.0,3.8754961630060873,2.0561683195847618,4.0
3685,-3900,Antiquity,-1.0,7.8,-1.0,-1.0,4.0,3.8754961630060873,3.9998039600078417,3.99710843373494
8687,-1000,Antiquity,-1.0,11.0,-1.0,-1.0,4.0,3.0460615153788453,2.533376226475792,3.981916817359856
4783,-332,Antiquity,-1.0,-1.0,1.0,4.0,4.0,3.0460615153788453,2.058108108108108,4.0
11534,-300,Antiquity,-1.0,-1.0,-1.0,-1.0,4.0,2.9331046312178386,3.0598851517637407,4.0
10698,-300,Antiquity,4.1,-1.0,4.1,-1.0,4.0,3.0460615153788453,2.533376226475792,2.1368655657988045
8095,-575,Antiquity,-1.0,6.2,-1.0,-1.0,4.0,3.8754961630060873,3.9998039600078417,3.9059653916211294
9774,-499,Antiquity,-1.0,6.7,-1.0,-1.0,4.0,3.0460615153788453,3.998734977862112,3.99710843373494
5624,-500,Antiquity,8.9,44.5,-1.0,-1.0,4.0,3.0460615153788453,2.533376226475792,3.1876019575856445
7435,-2100,Antiquity,8.1,-1.0,10.5,-1.0,4.0,3.8754961630060873,3.9998039600078417,4.0
10926,-199,Antiquity,1.6,2.5,-1.0,-1.0,4.0,3.0460615153788453,2.533376226475792,3.02247191011236
10277,-2600,Antiquity,7.0,-1.0,5.4,0.6,4.0,3.8754961630060873,3.9998039600078417,4.0
11309,300,Antiquity,2.2,-1.0,1.2,1.5,4.0,3.08715953307393,3.0804206161137437,3.9941093308199815
5996,-99,Antiquity,3.2,-1.0,8.9,-1.0,4.0,3.8754961630060873,3.993417115499701,3.9941093308199815
1873,-2600,Antiquity,14.0,-1.0,-1.0,-1.0,4.0,3.8754961630060873,3.9998039600078417,4.0
9699,100,Antiquity,-1.0,-1.0,-1.0,-1.0,4.0,2.9278826838087584,3.0598851517637407,3.69811320754717
2748,-330,Antiquity,11.7,-1.0,-1.0,-1.0,4.0,2.20310116929334,3.995565410199557,3.9059653916211294
13025,-250,Antiquity,6.7,-1.0,7.8,-1.0,4.0,3.8754961630060873,2.3928881179531656,2.5593719332679097
5978,-25,Antiquity,2.4,-1.0,3.8,-1.0,4.0,3.08715953307393,3.0804206161137437,3.9941093308199815
9768,250,Antiquity,3.2,-1.0,7.6,-1.0,4.0,3.8754961630060873,3.993417115499701,3.9941093308199815
2627,-2300,Antiquity,-1.0,16.51,-1.0,-1.0,4.0,3.2165551839464883,2.533376226475792,4.0
2350,1,Antiquity,8.0,-1.0,-1.0,-1.0,4.0,3.08715953307393,3.0804206161137437,3.9941093308199815
84,-310,Antiquity,-1.0,5.4,8.1,-1.0,4.0,3.0460615153788453,3.0517543859649123,3.3018018018018016
1398,-500,Antiquity,2.2,-1.0,1.9,-1.0,4.0,3.0460615153788453,3.0517543859649123,3.1876019575856445
10781,-599,Antiquity,-1.0,10.2,-1.0,-1.0,4.0,3.8754961630060873,3.9998039600078417,3.9059653916211294
9180,-250,Antiquity,6.8,-1.0,-1.0,-1.0,4.0,3.8754961630060873,3.993417115499701,3.9059653916211294
1023,-2300,Antiquity,0.71,-1.0,1.8,-1.0,4.0,3.2165551839464883,2.533376226475792,4.0
8935,7,Antiquity,-1.0,-1.0,-1.0,-1.0,4.0,3.08715953307393,3.0517543859649123,1.8158293277144928
